brand,model,release_year,age_years,ram_gb,storage_gb,original_price,condition,fair_price
Realme,Realme 10,2023,1,16,256,33167,Fair,40327
OnePlus,OnePlus 11R,2023,1,6,128,77358,Fair,32471
Samsung,Galaxy M34,2023,1,12,512,39286,Good,54017
Samsung,Galaxy A54,2023,1,4,64,86812,Poor,23059
Oppo,A58,2022,2,6,64,87150,Excellent,40504
Realme,Realme GT 2,2022,2,16,256,84661,Fair,47045
Samsung,Galaxy S23,2022,2,6,64,41204,Good,22838
Oppo,Reno 7,2023,1,4,64,32197,Good,17926
OnePlus,OnePlus Nord CE 3,2023,1,4,256,87549,Fair,38988
Google,Pixel 7,2021,3,12,128,104003,Fair,38951
OnePlus,OnePlus Nord CE 3,2022,2,8,128,65442,Excellent,33908
OnePlus,OnePlus 11,2020,4,4,64,22791,Good,11385
Xiaomi,Mi 11 Lite,2022,2,8,256,102974,Fair,41526
Google,Pixel 7,2023,1,4,64,39435,Excellent,27388
Realme,Realme Narzo 60,2022,2,6,64,33604,Fair,15623
Apple,iPhone 14,2022,2,8,128,108691,Good,54665
Oppo,A78,2022,2,16,256,63826,Excellent,48527
Oppo,A58,2020,4,4,64,104381,Good,22967
OnePlus,OnePlus 11R,2021,3,6,512,87359,Good,49276
Vivo,V25,2021,3,12,64,115350,Excellent,42376
Apple,iPhone 12,2020,4,16,512,101856,Poor,55440
Samsung,Galaxy M34,2019,5,6,512,103006,Good,40123
Xiaomi,Redmi 12,2020,4,4,64,34857,Poor,9098
Realme,Realme 11,2021,3,4,256,79853,Poor,23630
Oppo,A58,2020,4,12,256,86831,Good,40202
Xiaomi,Redmi Note 11,2019,5,16,256,15046,Poor,26613
Xiaomi,Poco F5,2023,1,6,128,83422,Good,41987
Vivo,V27,2023,1,12,256,69669,Excellent,50477
Samsung,Galaxy S22,2020,4,8,64,28381,Good,15665
Samsung,Galaxy A54,2021,3,16,64,34806,Good,28748
Oppo,Reno 7,2022,2,6,64,115286,Fair,30611
Apple,iPhone 11,2020,4,8,128,92694,Poor,23970
OnePlus,OnePlus 11,2023,1,8,256,27705,Good,32928
Vivo,Y56,2019,5,16,128,110039,Good,33126
Xiaomi,Redmi 12,2020,4,6,64,49173,Good,15363
Google,Pixel 6,2019,5,4,512,107465,Good,45929
Apple,iPhone 14,2022,2,16,256,86352,Fair,57260
Google,Pixel 6a,2019,5,16,64,74855,Good,29864
Apple,iPhone 11,2020,4,8,256,51397,Good,32759
Xiaomi,Redmi Note 12,2022,2,4,512,92275,Excellent,56728
Apple,iPhone SE,2023,1,8,128,80881,Good,50773
OnePlus,OnePlus 11,2023,1,6,64,26990,Fair,15478
OnePlus,OnePlus Nord 3,2021,3,8,256,107808,Excellent,48970
Oppo,F21 Pro,2021,3,4,128,90195,Fair,24110
Realme,Realme Narzo 60,2022,2,16,128,98857,Good,53208
Oppo,Reno 7,2019,5,16,256,100731,Excellent,43042
Realme,Realme Narzo 60,2019,5,8,128,38340,Fair,16426
Samsung,Galaxy S23,2022,2,4,512,80937,Good,54806
Apple,iPhone 13,2023,1,4,256,72631,Good,52612
Vivo,V25,2021,3,12,256,83774,Good,39412
Oppo,Reno 8,2021,3,16,128,61815,Good,37199
Oppo,Reno 7,2021,3,6,512,72373,Good,51754
Realme,Realme GT 2,2022,2,4,256,34708,Good,26984
Google,Pixel 6a,2019,5,4,64,104064,Good,19008
OnePlus,OnePlus 11,2022,2,16,256,50030,Good,44522
Vivo,V27,2021,3,6,256,19993,Good,23299
OnePlus,OnePlus Nord 3,2023,1,12,128,39284,Fair,28717
Oppo,A58,2022,2,12,128,40019,Good,31042
Xiaomi,Mi 11 Lite,2021,3,16,64,57811,Good,30560
Xiaomi,Poco F5,2021,3,16,128,45931,Good,31868
Samsung,Galaxy S22,2021,3,8,128,70123,Poor,22485
Realme,Realme 10,2020,4,16,256,20282,Good,29020
Apple,iPhone 12,2020,4,6,128,109791,Good,38737
Google,Pixel 6,2023,1,4,256,100667,Good,58437
Apple,iPhone 13,2022,2,4,128,85795,Fair,36311
Oppo,A78,2019,5,12,256,29553,Good,26570
Google,Pixel 6,2022,2,8,512,47252,Excellent,49107
Google,Pixel 6a,2021,3,16,64,114364,Good,47603
Google,Pixel 7 Pro,2020,4,8,512,112216,Good,58781
Xiaomi,Redmi 12,2021,3,16,128,60820,Good,36810
Xiaomi,Redmi Note 11,2023,1,4,256,107334,Excellent,66329
Realme,Realme 11,2020,4,16,64,44590,Excellent,27606
Xiaomi,Mi 11 Lite,2021,3,8,512,20810,Good,36631
Oppo,F21 Pro,2023,1,16,512,110490,Fair,72327
OnePlus,OnePlus Nord CE 3,2020,4,6,512,19418,Fair,30573
Google,Pixel 7 Pro,2019,5,16,128,61887,Good,29075
Oppo,A78,2019,5,12,64,100922,Fair,21652
Samsung,Galaxy S22,2021,3,16,128,79817,Good,44600
Samsung,Galaxy A54,2020,4,6,256,61116,Fair,25038
Google,Pixel 7 Pro,2019,5,4,512,56864,Fair,38402
Google,Pixel 7 Pro,2021,3,6,512,76686,Excellent,54044
Vivo,T2,2021,3,4,256,118323,Good,42284
Vivo,Y56,2021,3,12,512,93876,Good,52146
Apple,iPhone SE,2020,4,4,64,29678,Excellent,14700
Realme,Realme Narzo 60,2021,3,12,64,61687,Good,28526
Realme,Realme 11,2020,4,16,64,21263,Excellent,24046
OnePlus,OnePlus Nord 3,2023,1,16,64,16352,Good,26550
Realme,Realme Narzo 60,2022,2,16,256,36310,Excellent,41062
Apple,iPhone 14,2023,1,12,64,80183,Good,46340
Oppo,F21 Pro,2019,5,4,128,117591,Excellent,22114
Apple,iPhone 12,2023,1,12,512,75631,Excellent,71234
Google,Pixel 6a,2020,4,16,256,38068,Good,38114
Xiaomi,Redmi Note 12,2023,1,6,128,34075,Good,21947
Vivo,V25,2022,2,4,64,73688,Good,25688
Samsung,Galaxy A34,2022,2,12,128,117654,Poor,35351
Google,Pixel 6,2022,2,8,128,96951,Excellent,58481
Samsung,Galaxy A34,2023,1,4,256,39124,Poor,22188
Xiaomi,Mi 11 Lite,2023,1,12,256,16178,Excellent,31230
Oppo,A78,2023,1,16,64,69013,Excellent,47068
Apple,iPhone 11,2020,4,16,64,91087,Good,37783
Samsung,Galaxy S23,2019,5,4,64,67534,Good,15594
OnePlus,OnePlus 11R,2023,1,16,64,56078,Good,35486
Xiaomi,Redmi Note 11,2019,5,8,512,94567,Good,39366
Xiaomi,Poco F5,2020,4,4,256,21773,Good,18595
Vivo,V25,2023,1,4,256,77537,Good,40245
Google,Pixel 7 Pro,2021,3,6,128,29388,Good,19480
Apple,iPhone 12,2022,2,12,256,73266,Good,54827
Xiaomi,Redmi Note 11,2019,5,16,512,43715,Good,43309
Apple,iPhone SE,2020,4,4,64,91412,Fair,23980
Samsung,Galaxy S22,2020,4,8,512,27818,Fair,40807
Vivo,T2,2021,3,16,128,46297,Fair,31694
Apple,iPhone SE,2020,4,16,128,84885,Good,41529
Google,Pixel 7 Pro,2020,4,16,256,21240,Good,35745
Google,Pixel 7 Pro,2022,2,4,64,95453,Good,42958
Oppo,Reno 7,2023,1,6,64,45225,Good,25015
Vivo,Y56,2019,5,12,64,59253,Good,19445
Apple,iPhone 11,2023,1,8,128,82907,Excellent,59931
Google,Pixel 7 Pro,2023,1,16,64,42161,Excellent,39567
Apple,iPhone SE,2023,1,8,256,92393,Good,59378
Apple,iPhone SE,2022,2,6,512,103215,Good,74410
Samsung,Galaxy S22,2019,5,8,128,43573,Good,20701
Oppo,A58,2019,5,4,64,99678,Good,16834
Apple,iPhone 12,2023,1,8,256,93744,Good,67983
Realme,Realme Narzo 60,2023,1,6,128,76804,Fair,30244
Oppo,Reno 7,2019,5,12,64,91037,Good,26126
Oppo,Reno 7,2022,2,16,64,69596,Good,36201
Realme,Realme GT 2,2020,4,16,256,70557,Excellent,41356
Xiaomi,Redmi 12,2021,3,8,128,77652,Excellent,33817
OnePlus,OnePlus 11R,2021,3,16,512,37943,Good,45596
Google,Pixel 6a,2023,1,6,64,48973,Good,29630
Apple,iPhone 11,2021,3,12,128,98183,Fair,41286
OnePlus,OnePlus Nord 3,2023,1,16,256,42916,Good,41215
OnePlus,OnePlus 11,2019,5,8,64,24345,Fair,12259
Samsung,Galaxy A54,2021,3,8,64,72470,Good,28630
OnePlus,OnePlus 11R,2019,5,4,512,18726,Excellent,29567
OnePlus,OnePlus Nord 3,2019,5,16,256,43853,Excellent,32769
Oppo,Reno 7,2023,1,16,256,81791,Poor,38854
Xiaomi,Redmi Note 12,2019,5,12,128,69012,Good,26916
Apple,iPhone 14,2020,4,6,512,99622,Good,55449
Xiaomi,Mi 11 Lite,2022,2,12,256,89170,Good,52791
Oppo,F21 Pro,2023,1,16,256,54404,Excellent,55918
Xiaomi,Poco F5,2021,3,6,512,15645,Good,36807
Realme,Realme 10,2019,5,16,128,57231,Fair,24071
Realme,Realme 11,2023,1,8,512,103708,Excellent,72604
Realme,Realme 11,2020,4,6,128,22413,Excellent,17657
Oppo,Reno 7,2019,5,12,512,57186,Good,44940
Oppo,F21 Pro,2021,3,8,512,37064,Fair,36960
OnePlus,OnePlus Nord 3,2021,3,12,64,40391,Good,24967
Samsung,Galaxy M34,2021,3,16,64,104543,Good,46710
Oppo,F21 Pro,2021,3,16,512,24627,Good,43876
Samsung,Galaxy S22,2021,3,12,512,52371,Good,54706
OnePlus,OnePlus 11,2019,5,16,64,97635,Poor,23827
Realme,Realme GT 2,2023,1,16,512,104276,Fair,64926
Apple,iPhone 11,2022,2,12,256,52697,Good,41534
Realme,Realme GT 2,2023,1,6,256,33363,Good,30050
Google,Pixel 7,2020,4,16,512,52851,Excellent,57186
OnePlus,OnePlus 11R,2020,4,16,512,32189,Fair,47420
Oppo,Reno 7,2021,3,16,128,20282,Excellent,28457
Realme,Realme Narzo 60,2020,4,8,64,31892,Good,17784
Realme,Realme Narzo 60,2020,4,16,512,84457,Good,55843
OnePlus,OnePlus 11R,2021,3,16,128,61676,Excellent,39595
Samsung,Galaxy S23,2021,3,4,256,51497,Good,27353
Xiaomi,Redmi 12,2023,1,4,64,76488,Good,31596
Samsung,Galaxy S22,2019,5,12,128,68458,Good,26067
Xiaomi,Poco F5,2020,4,8,256,115760,Good,41992
Oppo,A78,2020,4,8,256,77347,Good,31676
Google,Pixel 6,2020,4,16,128,22651,Excellent,30587
Samsung,Galaxy A34,2020,4,6,512,24714,Excellent,37621
Oppo,F21 Pro,2022,2,4,512,60600,Good,43251
Samsung,Galaxy A54,2019,5,6,256,73081,Fair,25557
Samsung,Galaxy A34,2022,2,6,64,77907,Excellent,38602
Xiaomi,Redmi Note 12,2021,3,16,512,18353,Fair,48306
Vivo,Y56,2019,5,16,128,36433,Fair,27150
Oppo,A58,2021,3,12,128,99520,Excellent,44333
Apple,iPhone 12,2021,3,8,256,44330,Good,31445
Oppo,A78,2022,2,16,128,43831,Good,36410
Samsung,Galaxy S23,2022,2,4,256,39120,Good,27642
OnePlus,OnePlus 11R,2021,3,8,512,54986,Excellent,47801
Realme,Realme 11,2021,3,6,256,100918,Fair,32470
Xiaomi,Redmi 12,2022,2,8,256,73169,Excellent,43144
Apple,iPhone 11,2021,3,6,512,83866,Fair,49592
Apple,iPhone 12,2022,2,4,512,47165,Good,44942
Xiaomi,Mi 11 Lite,2019,5,16,512,54237,Good,48345
Apple,iPhone 11,2019,5,12,64,118014,Good,29197
OnePlus,OnePlus 11R,2022,2,4,256,81234,Good,39998
OnePlus,OnePlus 11R,2019,5,12,128,67129,Fair,23482
OnePlus,OnePlus 11R,2021,3,8,256,17039,Fair,23815
Oppo,F21 Pro,2021,3,16,256,25519,Poor,33081
Xiaomi,Poco F5,2019,5,12,512,73277,Good,43534
Xiaomi,Redmi Note 11,2020,4,16,64,38557,Excellent,26538
Oppo,Reno 7,2019,5,4,512,107472,Good,42825
Xiaomi,Mi 11 Lite,2023,1,12,64,93872,Good,41819
Xiaomi,Redmi 12,2021,3,4,256,30905,Good,22880
Apple,iPhone 14,2023,1,4,128,119282,Excellent,73681
Realme,Realme GT 2,2023,1,12,128,67627,Poor,26319
Samsung,Galaxy M34,2019,5,6,512,62954,Poor,37942
Apple,iPhone 13,2020,4,6,256,97307,Good,38362
Vivo,V25,2020,4,6,512,59173,Good,40653
Samsung,Galaxy S22,2022,2,12,256,66072,Poor,34215
Apple,iPhone 13,2023,1,4,128,73959,Excellent,47266
Xiaomi,Poco F5,2021,3,12,256,93466,Poor,33847
Realme,Realme 11,2022,2,8,128,51276,Excellent,33783
Realme,Realme 11,2021,3,6,64,118820,Good,37463
Vivo,T2,2020,4,6,256,63906,Good,26660
Samsung,Galaxy S23,2021,3,4,512,97121,Fair,47273
Xiaomi,Poco F5,2020,4,16,256,74222,Good,42947
Google,Pixel 7,2020,4,4,512,63338,Excellent,49073
Google,Pixel 7,2020,4,8,128,32447,Good,21522
Vivo,V25,2022,2,12,256,67503,Good,40640
Google,Pixel 7 Pro,2019,5,4,64,89187,Excellent,22099
Apple,iPhone 11,2021,3,12,256,97372,Good,56512
Google,Pixel 7,2019,5,12,256,93229,Excellent,39450
Vivo,T2,2019,5,16,256,61970,Good,33844
Realme,Realme 11,2022,2,16,512,47223,Good,49608
Oppo,Reno 7,2020,4,4,256,41025,Fair,19781
Realme,Realme Narzo 60,2022,2,12,512,47853,Excellent,50511
Google,Pixel 6a,2023,1,6,64,25748,Excellent,24074
Samsung,Galaxy S23,2023,1,12,256,119004,Good,68438
Realme,Realme 10,2021,3,4,64,84201,Fair,22895
Samsung,Galaxy M34,2022,2,6,64,42087,Good,21820
Samsung,Galaxy M34,2020,4,12,64,84285,Poor,20537
OnePlus,OnePlus 11,2022,2,4,256,102157,Excellent,56053
Vivo,V27,2022,2,8,256,20691,Poor,25666
Samsung,Galaxy S22,2022,2,4,256,68739,Good,38776
Samsung,Galaxy S22,2019,5,6,128,88251,Fair,19671
Vivo,T2,2021,3,6,64,101230,Good,29786
Oppo,A58,2021,3,16,512,53009,Good,56622
Apple,iPhone 14,2019,5,4,512,63373,Fair,38968
Google,Pixel 7,2022,2,6,64,53253,Good,29731
Samsung,Galaxy M34,2023,1,12,512,26513,Good,43689
Vivo,Y100,2022,2,4,64,93167,Good,31642
Apple,iPhone 14,2021,3,12,64,17559,Good,19772
Oppo,A78,2022,2,16,64,116438,Good,47774
Realme,Realme Narzo 60,2023,1,4,256,52220,Good,36779
Realme,Realme 11,2020,4,16,128,41453,Poor,24918
Samsung,Galaxy A54,2021,3,12,64,31609,Good,22701
OnePlus,OnePlus 11R,2023,1,4,256,35746,Good,25898
Apple,iPhone 12,2022,2,16,256,20160,Excellent,35120
Oppo,A58,2021,3,4,512,45838,Poor,35299
OnePlus,OnePlus 11R,2021,3,6,256,81689,Fair,30221
Google,Pixel 7 Pro,2021,3,8,64,70071,Excellent,36334
Realme,Realme 11,2019,5,4,256,91323,Fair,23344
Samsung,Galaxy S23,2022,2,16,256,110964,Good,57913
Xiaomi,Redmi Note 11,2021,3,6,128,61304,Fair,21312
OnePlus,OnePlus Nord 3,2022,2,16,512,118661,Excellent,83582
Vivo,Y100,2020,4,16,64,20291,Fair,22763
Samsung,Galaxy A54,2023,1,12,512,67652,Good,66746
OnePlus,OnePlus Nord CE 3,2022,2,16,512,33980,Fair,44461
Xiaomi,Redmi 12,2019,5,6,64,92621,Excellent,22003
Oppo,A58,2020,4,16,64,38484,Excellent,29112
Realme,Realme Narzo 60,2023,1,4,256,82076,Good,44451
OnePlus,OnePlus Nord 3,2021,3,12,128,98658,Good,36378
Vivo,Y56,2022,2,8,256,118380,Fair,44077
OnePlus,OnePlus 11R,2022,2,4,512,57204,Fair,38121
Realme,Realme GT 2,2022,2,12,128,79441,Good,37101
Samsung,Galaxy M34,2023,1,12,64,40048,Good,30138
Oppo,A78,2021,3,16,512,113283,Fair,65488
Apple,iPhone 11,2020,4,8,256,21278,Good,23107
Google,Pixel 7,2023,1,12,128,39754,Excellent,36632
Apple,iPhone 13,2023,1,6,128,69029,Good,46134
Vivo,T2,2021,3,6,128,66084,Excellent,31001
Vivo,T2,2022,2,6,256,87082,Good,44159
OnePlus,OnePlus 11R,2020,4,6,256,113322,Good,39943
Xiaomi,Poco F5,2023,1,16,512,91789,Good,67117
Realme,Realme Narzo 60,2019,5,16,128,67532,Fair,26509
Oppo,A78,2020,4,8,512,64104,Fair,37819
OnePlus,OnePlus Nord 3,2022,2,4,128,76032,Excellent,35107
Vivo,Y100,2020,4,12,64,85774,Poor,20703
Oppo,Reno 8,2020,4,12,256,119798,Good,45635
Google,Pixel 7 Pro,2023,1,16,256,44420,Good,48367
Xiaomi,Mi 11 Lite,2021,3,16,256,107683,Good,55680
Xiaomi,Poco F5,2023,1,12,128,38350,Good,32266
Xiaomi,Redmi Note 12,2021,3,8,128,36245,Poor,16771
Google,Pixel 6,2021,3,8,64,113176,Good,42295
Apple,iPhone 13,2019,5,6,64,40169,Poor,12363
Apple,iPhone 14,2021,3,8,256,44184,Good,31283
Apple,iPhone 12,2022,2,4,512,84891,Fair,52007
Vivo,Y56,2022,2,8,64,37622,Good,19396
Xiaomi,Redmi 12,2020,4,4,64,109782,Good,23764
Oppo,Reno 7,2023,1,16,128,29439,Excellent,35099
Xiaomi,Redmi 12,2019,5,6,256,56432,Good,22889
Xiaomi,Redmi Note 12,2022,2,12,128,98295,Good,49649
Realme,Realme Narzo 60,2021,3,4,512,23948,Good,33514
Vivo,T2,2021,3,4,512,84069,Poor,40791
Realme,Realme GT 2,2020,4,16,64,21005,Good,22716
Samsung,Galaxy A54,2023,1,4,64,39680,Fair,18862
Apple,iPhone SE,2020,4,6,256,41065,Fair,24011
Vivo,Y56,2019,5,6,64,26277,Good,11549
Vivo,Y56,2022,2,4,512,56184,Excellent,50672
Google,Pixel 7,2021,3,8,512,35973,Fair,42639
OnePlus,OnePlus 11,2019,5,8,128,70326,Good,20441
Samsung,Galaxy A34,2023,1,6,256,86020,Good,51616
Vivo,V27,2022,2,6,64,105890,Good,40968
Samsung,Galaxy M34,2023,1,12,128,48299,Good,34963
Apple,iPhone 13,2020,4,4,128,81828,Good,29176
Vivo,Y100,2020,4,8,128,102075,Poor,23446
Google,Pixel 7,2019,5,6,512,82323,Good,42535
Google,Pixel 7 Pro,2022,2,16,64,91470,Excellent,62947
Xiaomi,Redmi Note 11,2021,3,4,128,77565,Good,25584
Apple,iPhone 13,2022,2,6,512,67865,Poor,43606
Apple,iPhone 12,2023,1,4,256,91288,Fair,48680
Vivo,Y100,2020,4,16,256,101491,Good,47321
Google,Pixel 7,2021,3,12,128,81333,Good,41980
Vivo,T2,2022,2,4,512,70331,Good,45216
Xiaomi,Redmi Note 12,2023,1,16,512,110177,Excellent,89233
Apple,iPhone 14,2021,3,12,128,113632,Good,54543
Oppo,A78,2021,3,6,256,69309,Good,31612
Apple,iPhone 11,2020,4,16,512,90691,Good,64307
Xiaomi,Redmi Note 11,2022,2,16,128,117512,Good,49724
Google,Pixel 7 Pro,2021,3,4,64,117035,Good,41462
Realme,Realme Narzo 60,2020,4,6,128,32171,Poor,14724
Apple,iPhone 13,2020,4,12,64,119755,Good,40762
Apple,iPhone 13,2019,5,12,128,108173,Excellent,36742
Xiaomi,Mi 11 Lite,2019,5,16,64,106003,Excellent,31631
Google,Pixel 6a,2023,1,8,128,98775,Fair,47287
Oppo,A78,2021,3,4,512,86972,Poor,36405
OnePlus,OnePlus 11,2023,1,8,512,101525,Good,64840
Apple,iPhone 12,2020,4,12,128,71997,Good,36035
Realme,Realme 10,2023,1,12,256,100269,Good,56305
Vivo,Y100,2023,1,8,128,88169,Excellent,45820
Oppo,F21 Pro,2021,3,16,256,99039,Good,49344
Oppo,A58,2020,4,6,128,57255,Poor,15188
Xiaomi,Poco F5,2022,2,8,128,36299,Good,25647
Realme,Realme 10,2023,1,4,128,86341,Good,36877
Xiaomi,Poco F5,2023,1,16,64,23505,Fair,24327
Google,Pixel 7 Pro,2022,2,4,256,28460,Good,27897
Samsung,Galaxy A54,2021,3,6,128,16729,Poor,13864
Samsung,Galaxy M34,2023,1,4,128,88204,Poor,23733
Google,Pixel 7 Pro,2019,5,4,512,100127,Excellent,46633
OnePlus,OnePlus 11R,2019,5,4,64,19721,Poor,7684
Google,Pixel 6,2021,3,12,256,89993,Good,53475
Xiaomi,Redmi Note 12,2019,5,4,256,98472,Poor,19482
Oppo,F21 Pro,2019,5,4,128,107103,Fair,19567
Oppo,F21 Pro,2021,3,4,128,29057,Excellent,19707
Xiaomi,Redmi Note 11,2021,3,6,512,117767,Poor,45903
Google,Pixel 6,2021,3,8,256,43695,Good,34950
Oppo,A58,2020,4,4,256,17078,Excellent,21765
Vivo,V25,2020,4,12,64,54855,Poor,18392
Realme,Realme Narzo 60,2021,3,12,256,48797,Fair,32279
OnePlus,OnePlus 11,2020,4,6,64,106965,Good,27526
Realme,Realme 11,2023,1,6,128,90058,Poor,26941
Samsung,Galaxy M34,2021,3,12,512,97614,Good,62373
OnePlus,OnePlus Nord CE 3,2020,4,6,512,78728,Fair,41688
Apple,iPhone 11,2020,4,12,128,112167,Good,43020
OnePlus,OnePlus 11,2022,2,8,512,100504,Good,58963
Realme,Realme Narzo 60,2019,5,12,64,88324,Fair,23097
Samsung,Galaxy M34,2021,3,16,128,71993,Good,36572
Oppo,A78,2021,3,8,64,99639,Good,31709
Samsung,Galaxy A34,2022,2,8,128,102081,Good,45353
Samsung,Galaxy M34,2021,3,16,512,47973,Good,52247
Vivo,Y56,2023,1,16,512,115175,Good,84603
Realme,Realme 10,2023,1,16,512,112391,Good,74357
Oppo,Reno 8,2019,5,12,128,16733,Good,20712
Apple,iPhone 12,2020,4,12,64,28531,Fair,20560
Xiaomi,Redmi Note 11,2023,1,12,128,119445,Good,59097
Samsung,Galaxy S22,2019,5,6,128,41511,Excellent,16552
Apple,iPhone 11,2022,2,16,64,66694,Good,47294
OnePlus,OnePlus 11R,2020,4,12,512,35420,Good,45642
Oppo,A58,2020,4,12,512,16662,Fair,41555
Google,Pixel 6a,2021,3,12,256,62634,Good,39701
Apple,iPhone 11,2023,1,4,256,108977,Good,65411
Oppo,Reno 7,2021,3,6,64,107139,Excellent,38157
Vivo,T2,2023,1,8,64,23422,Fair,16760
Apple,iPhone 14,2019,5,4,512,95436,Fair,39757
Oppo,A58,2022,2,8,128,49833,Good,29605
Apple,iPhone 14,2021,3,16,64,65138,Fair,31167
Vivo,Y56,2019,5,6,128,85245,Excellent,21595
Oppo,Reno 8,2019,5,8,512,45766,Fair,33859
Xiaomi,Poco F5,2019,5,6,256,99558,Excellent,32608
Realme,Realme 11,2019,5,8,256,94176,Good,31744
Xiaomi,Redmi 12,2019,5,4,256,109330,Poor,20705
Google,Pixel 6a,2019,5,12,512,36625,Fair,38016
Samsung,Galaxy A34,2019,5,6,256,99304,Good,30788
OnePlus,OnePlus 11R,2021,3,4,256,110329,Good,43715
Oppo,Reno 7,2019,5,8,512,23637,Good,36957
Samsung,Galaxy M34,2020,4,16,128,50301,Fair,30638
Google,Pixel 6a,2021,3,6,128,96299,Fair,31692
OnePlus,OnePlus 11R,2019,5,4,512,89243,Good,37540
Realme,Realme 10,2023,1,6,256,63390,Poor,27076
Realme,Realme 10,2020,4,4,512,83020,Good,41450
OnePlus,OnePlus Nord 3,2021,3,16,64,81313,Excellent,36741
Google,Pixel 7 Pro,2019,5,6,128,94866,Good,26336
Apple,iPhone SE,2019,5,6,128,119136,Good,29794
Realme,Realme 11,2020,4,4,512,60023,Good,41368
Samsung,Galaxy A34,2023,1,8,64,41285,Good,28194
Xiaomi,Mi 11 Lite,2020,4,12,128,85156,Fair,30714
Google,Pixel 6,2021,3,12,128,15059,Good,24630
Oppo,Reno 8,2021,3,6,256,20686,Good,23840
Google,Pixel 7 Pro,2019,5,16,128,36916,Poor,25373
Samsung,Galaxy A54,2022,2,4,128,105083,Good,46983
Vivo,V25,2020,4,12,512,90270,Poor,44659
Samsung,Galaxy A54,2020,4,4,512,109228,Good,51726
Samsung,Galaxy A54,2020,4,16,256,38162,Poor,31460
Google,Pixel 6,2021,3,12,128,15983,Fair,21419
OnePlus,OnePlus 11,2019,5,16,128,81311,Fair,28382
Apple,iPhone 13,2022,2,12,256,82537,Fair,50322
Google,Pixel 7 Pro,2023,1,16,256,101281,Good,64631
Xiaomi,Redmi 12,2021,3,12,128,20905,Good,24232
OnePlus,OnePlus Nord 3,2023,1,16,64,34676,Poor,23467
Realme,Realme Narzo 60,2022,2,6,64,25379,Fair,13955
Oppo,Reno 7,2020,4,8,512,18678,Poor,36969
Google,Pixel 6,2022,2,4,512,119162,Good,70153
Xiaomi,Redmi Note 12,2023,1,16,128,71060,Excellent,47436
Vivo,V27,2022,2,8,64,67145,Good,28030
Xiaomi,Poco F5,2020,4,16,256,72822,Poor,32373
Apple,iPhone 14,2019,5,4,512,99498,Good,44308
Apple,iPhone SE,2021,3,8,64,48452,Poor,17188
Xiaomi,Redmi Note 12,2021,3,4,64,62821,Good,22065
Google,Pixel 7,2021,3,4,64,20108,Good,12830
Vivo,Y56,2019,5,8,256,32144,Excellent,23449
Samsung,Galaxy S23,2023,1,16,128,42033,Excellent,44368
Google,Pixel 7,2021,3,6,512,34139,Fair,37763
Vivo,V27,2023,1,16,64,46611,Fair,30731
Vivo,V27,2023,1,8,256,57521,Fair,35263
Apple,iPhone 14,2020,4,6,512,23498,Poor,32978
Samsung,Galaxy S23,2020,4,12,512,64105,Good,50900
Samsung,Galaxy M34,2023,1,12,256,21440,Excellent,36179
Samsung,Galaxy M34,2023,1,6,128,52113,Fair,30689
Google,Pixel 6a,2019,5,12,512,17414,Fair,40991
Xiaomi,Redmi Note 12,2023,1,4,64,95399,Good,35077
Vivo,V27,2020,4,16,512,98310,Good,56680
Xiaomi,Redmi Note 11,2020,4,6,128,72603,Good,23449
Realme,Realme 11,2020,4,12,128,54365,Excellent,30786
Vivo,Y100,2021,3,16,512,68379,Good,52481
OnePlus,OnePlus 11R,2022,2,6,128,86539,Excellent,43657
OnePlus,OnePlus Nord 3,2022,2,12,256,87261,Good,47470
Apple,iPhone 11,2019,5,6,64,88130,Excellent,21329
Xiaomi,Redmi Note 12,2022,2,4,512,17607,Good,33812
Vivo,V27,2022,2,16,256,114124,Fair,55627
Vivo,V25,2021,3,4,128,108242,Excellent,40521
Apple,iPhone 13,2020,4,16,128,57276,Fair,32005
Samsung,Galaxy S23,2023,1,12,128,114010,Good,66674
Xiaomi,Redmi Note 11,2020,4,12,128,119900,Fair,32238
Xiaomi,Redmi Note 11,2020,4,8,128,112849,Poor,24018
Vivo,Y56,2021,3,8,128,95928,Excellent,40399
Xiaomi,Redmi 12,2021,3,8,256,97487,Good,39434
Xiaomi,Redmi Note 11,2022,2,4,256,114066,Poor,28304
Samsung,Galaxy S23,2022,2,6,128,112607,Good,50159
Xiaomi,Redmi Note 11,2021,3,4,512,70251,Fair,38221
Google,Pixel 6a,2019,5,6,512,54497,Good,36269
Samsung,Galaxy A34,2019,5,4,64,38501,Good,12408
Oppo,Reno 7,2022,2,6,256,91254,Poor,30411
Google,Pixel 6a,2020,4,4,256,59649,Excellent,31037
Apple,iPhone 13,2019,5,12,64,19641,Good,18614
Realme,Realme GT 2,2022,2,6,256,27654,Fair,26085
Vivo,Y100,2021,3,16,64,31025,Good,28343
Samsung,Galaxy M34,2021,3,4,256,22840,Excellent,23057
Google,Pixel 7 Pro,2022,2,4,64,62487,Good,29279
OnePlus,OnePlus Nord CE 3,2021,3,6,64,85507,Excellent,34368
Google,Pixel 6,2021,3,8,128,69569,Good,34379
Google,Pixel 6a,2019,5,6,128,53977,Excellent,22105
Google,Pixel 7 Pro,2019,5,4,64,60911,Good,13852
Realme,Realme Narzo 60,2020,4,8,64,54420,Excellent,22486
