brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size,release_year,age_years,condition,original_price,fair_price
MSI,i7,8,512,SSD,RTX 3050,16.0,2022,2,Excellent,103015,37817
Acer,Ryzen 5,64,1024,SSD,RTX 3060,15.6,2023,1,Good,140504,39044
HP,i7,64,256,HDD,M1 GPU,13.0,2019,5,Excellent,137851,22530
Acer,M2,64,2048,SSD,RTX 3050,13.0,2021,3,Good,224713,48211
Dell,i5,64,512,SSD,M2 GPU,16.0,2021,3,Fair,151572,26700
Dell,M1,16,1024,SSD,Integrated,14.0,2021,3,Excellent,109295,34712
MSI,M2,64,1024,SSD,RTX 3060,14.0,2022,2,Good,185874,58276
MSI,i3,8,1024,SSD,RTX 3060,13.0,2022,2,Excellent,83185,33549
Apple,i3,16,2048,HDD,RTX 3060,17.0,2020,4,Poor,92897,8779
Asus,M1,16,2048,SSD,RTX 4070,17.0,2018,6,Good,152715,14569
Acer,Ryzen 9,8,2048,SSD,Integrated,13.0,2021,3,Poor,122050,11984
MSI,M2,64,512,HDD,M2 GPU,15.6,2020,4,Good,169301,34440
HP,M2,8,512,HDD,Integrated,14.0,2018,6,Fair,98192,8000
Asus,M2,16,2048,HDD,RTX 4070,13.0,2020,4,Fair,184042,24505
Asus,Ryzen 7,64,512,HDD,GTX 1650,14.0,2023,1,Excellent,129243,47391
Dell,Ryzen 5,32,256,SSD,RTX 4070,13.0,2018,6,Good,137203,14838
MSI,i3,32,512,SSD,GTX 1650,13.0,2018,6,Excellent,86710,11536
Acer,Ryzen 9,8,1024,SSD,RTX 3060,15.6,2019,5,Good,121641,16812
MSI,i3,8,1024,HDD,RTX 3060,13.0,2021,3,Excellent,85494,24474
MSI,Ryzen 9,8,256,SSD,GTX 1650,16.0,2020,4,Excellent,105887,28457
Asus,i7,64,1024,SSD,RTX 3050,15.6,2021,3,Good,156315,36405
Asus,Ryzen 7,64,512,SSD,M2 GPU,16.0,2019,5,Fair,163206,16270
Asus,i5,8,1024,HDD,M2 GPU,13.0,2018,6,Fair,89186,8000
Acer,M2,16,2048,SSD,M2 GPU,17.0,2019,5,Good,167870,21252
Lenovo,i3,64,1024,SSD,GTX 1650,16.0,2022,2,Good,113836,30112
Asus,i9,16,512,SSD,RTX 4070,13.0,2021,3,Good,168163,37515
Lenovo,Ryzen 5,64,256,HDD,GTX 1650,15.6,2018,6,Good,125362,12463
Lenovo,M1,8,256,HDD,M2 GPU,15.6,2021,3,Good,110243,22838
HP,Ryzen 9,64,2048,SSD,M1 GPU,14.0,2021,3,Good,176148,40388
Lenovo,i5,8,512,SSD,Integrated,15.6,2023,1,Good,59179,18892
Dell,Ryzen 5,8,2048,SSD,GTX 1650,14.0,2019,5,Good,95979,14692
Dell,i3,8,256,SSD,GTX 1650,17.0,2018,6,Poor,58390,8000
Apple,i9,32,256,SSD,Integrated,14.0,2018,6,Fair,111183,9642
Lenovo,i5,64,2048,SSD,GTX 1650,17.0,2021,3,Excellent,153689,46150
MSI,i5,8,512,HDD,RTX 3060,17.0,2019,5,Fair,81567,9893
Asus,i7,32,2048,SSD,RTX 3050,14.0,2021,3,Good,140699,28087
Acer,M1,32,1024,SSD,GTX 1650,13.0,2021,3,Good,121738,22399
Acer,i9,8,1024,SSD,RTX 3060,17.0,2019,5,Good,144589,18130
Apple,i9,64,2048,SSD,M2 GPU,15.6,2018,6,Poor,211959,10818
Apple,i5,8,1024,SSD,RTX 3050,15.6,2018,6,Good,93471,10868
Apple,M1,16,1024,SSD,RTX 3050,14.0,2022,2,Excellent,111101,44748
MSI,i7,16,1024,HDD,RTX 4070,17.0,2021,3,Excellent,137127,45111
MSI,i5,32,256,SSD,GTX 1650,17.0,2018,6,Excellent,86654,11860
MSI,Ryzen 7,64,256,SSD,RTX 4070,16.0,2018,6,Good,165702,18455
Lenovo,i5,64,256,SSD,RTX 4070,15.6,2023,1,Fair,154486,34165
MSI,M1,64,2048,SSD,M2 GPU,17.0,2021,3,Fair,181513,32926
Lenovo,M2,8,2048,HDD,M1 GPU,17.0,2019,5,Good,117657,17766
Apple,M1,64,2048,HDD,M2 GPU,13.0,2022,2,Good,187492,58460
Lenovo,M1,32,256,SSD,M1 GPU,13.0,2022,2,Good,123561,35565
Dell,i9,64,256,SSD,M1 GPU,15.6,2020,4,Good,152766,26604
Apple,Ryzen 5,32,2048,SSD,Integrated,15.6,2020,4,Good,106163,24721
MSI,i5,8,1024,SSD,GTX 1650,17.0,2022,2,Good,84957,25219
Lenovo,i9,16,2048,SSD,Integrated,15.6,2023,1,Good,126238,43612
Asus,Ryzen 7,16,1024,SSD,RTX 3050,14.0,2022,2,Fair,104264,19425
Asus,Ryzen 9,16,256,SSD,M1 GPU,13.0,2023,1,Excellent,109481,39687
Acer,i5,32,512,SSD,M1 GPU,17.0,2023,1,Good,95801,24221
Acer,Ryzen 7,16,2048,SSD,M1 GPU,16.0,2018,6,Good,125918,11211
Acer,i5,16,512,SSD,RTX 3050,15.6,2021,3,Excellent,81233,19177
Dell,M2,64,1024,SSD,M2 GPU,14.0,2023,1,Good,198023,64376
Acer,Ryzen 5,64,512,SSD,M2 GPU,16.0,2023,1,Good,140477,36449
HP,i9,32,256,SSD,RTX 4070,16.0,2022,2,Poor,176772,18973
HP,Ryzen 5,64,512,SSD,M1 GPU,17.0,2021,3,Excellent,140982,35938
Apple,Ryzen 9,32,1024,SSD,Integrated,17.0,2020,4,Good,121089,28227
Dell,Ryzen 9,8,256,SSD,RTX 3060,17.0,2021,3,Excellent,107937,33618
Lenovo,i3,8,2048,SSD,GTX 1650,17.0,2018,6,Good,83599,8404
Lenovo,Ryzen 5,8,512,SSD,Integrated,17.0,2020,4,Good,56269,9422
MSI,M1,16,256,SSD,M2 GPU,14.0,2023,1,Fair,126235,31231
MSI,i7,8,256,SSD,M2 GPU,15.6,2018,6,Good,90925,10091
Lenovo,Ryzen 9,32,2048,SSD,RTX 3060,13.0,2023,1,Good,154141,51483
Lenovo,Ryzen 5,32,1024,HDD,M1 GPU,17.0,2021,3,Good,86863,20260
Dell,Ryzen 5,64,512,SSD,M1 GPU,13.0,2022,2,Excellent,128780,48947
HP,Ryzen 5,16,2048,SSD,RTX 3050,14.0,2023,1,Good,106951,27959
Apple,M2,8,256,SSD,RTX 3060,15.6,2019,5,Poor,127374,10553
Acer,i7,8,512,SSD,RTX 3050,17.0,2023,1,Good,89481,24555
MSI,Ryzen 9,64,1024,HDD,GTX 1650,17.0,2018,6,Good,163849,16663
Lenovo,i5,8,512,HDD,RTX 4070,17.0,2019,5,Excellent,107761,17982
Lenovo,i7,16,256,SSD,RTX 4070,14.0,2021,3,Fair,135619,24523
MSI,Ryzen 5,8,1024,HDD,GTX 1650,13.0,2022,2,Fair,60517,12690
MSI,M2,64,512,SSD,M2 GPU,14.0,2021,3,Good,182002,40925
Dell,i7,16,512,SSD,M1 GPU,14.0,2020,4,Poor,99588,8832
Lenovo,i5,32,1024,SSD,M1 GPU,15.6,2021,3,Fair,114496,20551
MSI,M1,8,512,HDD,RTX 3060,15.6,2023,1,Excellent,111305,50291
Apple,Ryzen 9,64,512,SSD,RTX 4070,16.0,2020,4,Good,184426,46262
Asus,i7,8,1024,SSD,Integrated,17.0,2019,5,Good,84139,10901
Apple,i9,64,256,SSD,RTX 3050,14.0,2020,4,Good,164806,40614
MSI,Ryzen 5,16,256,SSD,M2 GPU,13.0,2020,4,Fair,91134,12598
Acer,i3,16,512,SSD,GTX 1650,15.6,2021,3,Good,75779,14574
Apple,M2,64,256,SSD,M2 GPU,17.0,2021,3,Good,169655,49708
Dell,Ryzen 5,16,256,HDD,Integrated,16.0,2018,6,Good,63988,8000
Asus,Ryzen 7,16,1024,SSD,M1 GPU,16.0,2022,2,Good,111606,28028
Asus,i9,16,1024,SSD,RTX 3050,17.0,2020,4,Poor,129927,11494
Asus,i9,64,256,HDD,RTX 3060,14.0,2021,3,Good,184555,42795
Apple,Ryzen 7,64,256,HDD,Integrated,17.0,2021,3,Fair,113063,21107
Dell,Ryzen 7,8,1024,HDD,M1 GPU,16.0,2023,1,Fair,92352,22558
MSI,Ryzen 7,8,1024,HDD,M1 GPU,15.6,2020,4,Good,87520,17221
Lenovo,i7,32,256,SSD,Integrated,15.6,2023,1,Good,97902,29738
MSI,i5,16,256,SSD,RTX 3050,16.0,2018,6,Good,76876,8000
MSI,Ryzen 7,64,512,HDD,Integrated,13.0,2020,4,Fair,128239,17612
Acer,Ryzen 7,16,2048,SSD,RTX 4070,14.0,2023,1,Excellent,146551,56109
Acer,M1,32,256,SSD,RTX 3060,17.0,2021,3,Poor,143850,14158
MSI,i7,8,256,HDD,M2 GPU,17.0,2020,4,Good,86469,15981
Acer,M1,64,256,HDD,RTX 4070,13.0,2021,3,Good,189009,35910
Acer,i7,64,256,SSD,GTX 1650,16.0,2022,2,Good,142673,35278
Asus,Ryzen 5,32,1024,SSD,M2 GPU,14.0,2023,1,Good,103861,30842
MSI,i9,64,512,HDD,RTX 3060,16.0,2021,3,Good,181661,44059
Dell,i7,8,256,SSD,GTX 1650,15.6,2019,5,Good,81924,12132
HP,M2,32,2048,SSD,GTX 1650,15.6,2020,4,Good,174848,31215
Acer,i9,8,2048,SSD,RTX 3050,15.6,2019,5,Poor,145483,9219
Acer,Ryzen 5,32,2048,SSD,RTX 4070,15.6,2018,6,Good,149282,12828
MSI,M2,16,256,SSD,Integrated,13.0,2018,6,Poor,110459,8000
MSI,Ryzen 9,8,2048,HDD,Integrated,14.0,2021,3,Excellent,101557,32707
MSI,i3,32,512,SSD,RTX 3050,17.0,2020,4,Good,97527,18315
Lenovo,Ryzen 7,8,1024,SSD,GTX 1650,15.6,2022,2,Good,94035,24385
HP,i5,8,1024,SSD,GTX 1650,17.0,2018,6,Excellent,86547,10359
MSI,i7,16,512,SSD,RTX 3050,14.0,2023,1,Poor,107525,18123
HP,i7,8,512,SSD,Integrated,17.0,2022,2,Good,79586,18067
MSI,Ryzen 5,64,1024,HDD,M1 GPU,14.0,2019,5,Poor,134546,8589
Lenovo,Ryzen 7,64,1024,SSD,RTX 3050,13.0,2018,6,Fair,146788,10753
Lenovo,Ryzen 5,64,512,SSD,M2 GPU,14.0,2021,3,Good,146736,31438
Acer,i9,32,256,SSD,RTX 4070,15.6,2019,5,Fair,152043,13825
Apple,i3,16,512,SSD,RTX 3060,16.0,2022,2,Fair,85926,22021
Lenovo,i9,16,2048,HDD,M2 GPU,16.0,2018,6,Excellent,123740,16299
HP,Ryzen 5,8,1024,SSD,RTX 3050,17.0,2018,6,Good,91739,9026
Apple,M2,64,2048,SSD,RTX 4070,15.6,2021,3,Good,239474,72013
HP,Ryzen 7,8,1024,HDD,M1 GPU,14.0,2020,4,Good,85626,14588
Acer,Ryzen 9,64,1024,HDD,M2 GPU,17.0,2019,5,Excellent,167892,29206
Lenovo,i7,8,2048,SSD,M1 GPU,17.0,2022,2,Fair,112790,23453
Lenovo,M2,8,256,SSD,RTX 4070,16.0,2021,3,Good,157512,35079
MSI,M2,8,512,HDD,M2 GPU,16.0,2023,1,Fair,115445,27269
Dell,i9,64,2048,SSD,RTX 4070,14.0,2021,3,Fair,227700,36552
Asus,Ryzen 9,64,2048,SSD,M2 GPU,13.0,2018,6,Good,215008,20863
Acer,Ryzen 7,64,1024,SSD,RTX 3050,16.0,2018,6,Good,148512,13103
Lenovo,Ryzen 9,32,1024,SSD,RTX 3050,14.0,2018,6,Fair,138439,9853
Dell,M2,16,512,HDD,RTX 3060,13.0,2019,5,Excellent,135805,26925
Lenovo,i9,8,512,SSD,RTX 4070,14.0,2018,6,Fair,144843,10382
Asus,i9,16,2048,SSD,GTX 1650,13.0,2020,4,Fair,127846,18218
HP,Ryzen 7,16,2048,SSD,M2 GPU,15.6,2018,6,Excellent,122167,13902
MSI,Ryzen 9,64,2048,SSD,GTX 1650,14.0,2021,3,Good,173779,41629
Dell,Ryzen 9,16,1024,SSD,Integrated,15.6,2022,2,Fair,108664,21036
Acer,i9,64,512,HDD,M2 GPU,16.0,2021,3,Good,181259,38929
HP,i3,32,2048,HDD,M1 GPU,14.0,2021,3,Good,101871,22403
Lenovo,Ryzen 9,16,256,HDD,RTX 4070,16.0,2021,3,Fair,138498,21371
Acer,Ryzen 9,32,256,SSD,M1 GPU,14.0,2022,2,Fair,118267,21068
Lenovo,i3,8,512,SSD,RTX 3060,13.0,2022,2,Good,79515,23096
Dell,i9,16,2048,HDD,GTX 1650,15.6,2021,3,Good,118131,25433
HP,i5,64,2048,SSD,M1 GPU,16.0,2020,4,Excellent,164552,38329
Lenovo,i5,64,1024,SSD,GTX 1650,17.0,2018,6,Good,133853,14421
Acer,M2,64,512,SSD,RTX 4070,17.0,2022,2,Excellent,232337,68227
HP,Ryzen 5,8,2048,SSD,M1 GPU,13.0,2021,3,Fair,91915,14585
Dell,i7,32,512,HDD,RTX 4070,14.0,2021,3,Good,155379,37948
Apple,Ryzen 5,64,2048,HDD,GTX 1650,17.0,2023,1,Poor,133702,23084
Asus,i3,8,512,SSD,GTX 1650,13.0,2021,3,Excellent,56180,17358
HP,i5,32,512,HDD,RTX 3060,13.0,2023,1,Good,102936,32848
HP,M2,16,1024,HDD,Integrated,15.6,2020,4,Excellent,114506,27488
Dell,Ryzen 9,32,512,SSD,M2 GPU,13.0,2023,1,Excellent,134082,51495
HP,i9,16,2048,SSD,M1 GPU,15.6,2018,6,Good,141817,13647
Asus,M1,8,1024,HDD,Integrated,14.0,2019,5,Excellent,88836,16944
Acer,i3,16,1024,SSD,GTX 1650,14.0,2022,2,Excellent,73087,23562
Dell,M2,32,512,SSD,M2 GPU,16.0,2019,5,Poor,148642,9548
Apple,M2,8,1024,SSD,RTX 3060,13.0,2018,6,Good,147078,18195
Asus,M2,64,512,SSD,Integrated,16.0,2022,2,Good,150312,38807
Acer,M1,32,512,HDD,RTX 4070,13.0,2020,4,Good,155476,27651
Apple,i5,16,256,SSD,RTX 4070,15.6,2018,6,Poor,114881,8000
Dell,i3,8,2048,HDD,GTX 1650,15.6,2020,4,Good,60479,10998
Acer,Ryzen 5,8,512,SSD,GTX 1650,15.6,2019,5,Good,73559,9524
Apple,Ryzen 5,16,512,SSD,M2 GPU,14.0,2021,3,Good,97990,28663
HP,i3,64,2048,HDD,RTX 3050,16.0,2018,6,Excellent,136571,15882
Dell,i7,16,1024,SSD,RTX 3060,16.0,2018,6,Fair,118367,8000
Lenovo,Ryzen 7,8,2048,SSD,M1 GPU,17.0,2023,1,Good,115058,35596
Asus,M2,64,512,HDD,M1 GPU,17.0,2023,1,Fair,160721,37446
MSI,M2,8,2048,SSD,M1 GPU,13.0,2020,4,Poor,145825,13507
Acer,Ryzen 5,64,512,SSD,RTX 3050,13.0,2021,3,Fair,128295,17720
HP,i3,8,1024,SSD,M2 GPU,13.0,2019,5,Good,83510,12029
Asus,Ryzen 5,64,256,SSD,GTX 1650,16.0,2021,3,Poor,115974,12497
Apple,M2,16,2048,SSD,M1 GPU,17.0,2018,6,Fair,156877,13575
HP,Ryzen 5,64,512,HDD,RTX 4070,17.0,2020,4,Good,144181,25126
Asus,Ryzen 7,32,256,HDD,M1 GPU,15.6,2022,2,Excellent,103817,35601
Asus,i9,16,1024,SSD,RTX 4070,15.6,2023,1,Fair,174066,36531
Lenovo,Ryzen 9,8,1024,SSD,RTX 3060,15.6,2023,1,Good,124739,38870
Asus,Ryzen 9,16,512,SSD,RTX 4070,17.0,2020,4,Poor,153292,12081
Asus,Ryzen 9,16,256,SSD,Integrated,15.6,2022,2,Fair,91051,17458
Apple,Ryzen 7,32,256,SSD,RTX 3060,13.0,2018,6,Excellent,118025,18394
MSI,i7,16,512,HDD,M2 GPU,13.0,2020,4,Good,103508,20003
HP,i9,16,2048,SSD,Integrated,13.0,2021,3,Fair,126813,21181
HP,Ryzen 9,16,512,HDD,Integrated,17.0,2022,2,Good,84965,22474
MSI,Ryzen 7,32,256,SSD,RTX 4070,13.0,2020,4,Fair,147230,23297
Dell,Ryzen 7,64,1024,SSD,GTX 1650,15.6,2019,5,Excellent,154096,28015
Apple,i3,16,2048,HDD,RTX 3050,13.0,2021,3,Good,74726,20164
HP,Ryzen 5,64,512,SSD,RTX 4070,15.6,2019,5,Excellent,148107,23637
Asus,i9,16,512,HDD,RTX 3050,13.0,2020,4,Excellent,109878,25744
Lenovo,Ryzen 5,16,1024,SSD,GTX 1650,17.0,2022,2,Good,88375,21793
MSI,Ryzen 5,8,2048,HDD,M1 GPU,17.0,2021,3,Excellent,83271,24260
Dell,i9,32,2048,SSD,M2 GPU,15.6,2022,2,Poor,159833,19467
MSI,M2,64,256,HDD,RTX 3060,14.0,2021,3,Good,183527,49375
Acer,i9,8,256,HDD,Integrated,15.6,2023,1,Good,94661,25101
HP,Ryzen 9,64,256,SSD,RTX 3050,15.6,2022,2,Good,177092,48321
Apple,M2,64,2048,SSD,M2 GPU,13.0,2021,3,Poor,205444,23745
MSI,i7,16,512,HDD,M1 GPU,16.0,2021,3,Good,85077,19055
Apple,Ryzen 7,16,1024,HDD,M1 GPU,17.0,2018,6,Good,85265,11111
Acer,M2,16,512,SSD,RTX 3060,15.6,2020,4,Poor,150040,11848
Apple,Ryzen 9,8,2048,SSD,Integrated,17.0,2023,1,Good,116336,49029
Acer,i9,32,1024,SSD,RTX 3060,13.0,2021,3,Good,143732,30102
Asus,i5,32,512,HDD,M1 GPU,15.6,2021,3,Excellent,88442,25665
Lenovo,Ryzen 9,8,512,SSD,M2 GPU,14.0,2019,5,Poor,116366,8000
Lenovo,i3,16,256,SSD,GTX 1650,13.0,2020,4,Poor,65260,8000
Dell,i3,16,2048,SSD,RTX 4070,16.0,2021,3,Good,144861,35970
HP,Ryzen 9,32,2048,SSD,RTX 3060,15.6,2018,6,Poor,153151,8000
Acer,M1,32,256,SSD,RTX 4070,17.0,2022,2,Good,142467,33261
Dell,Ryzen 7,16,512,HDD,M1 GPU,14.0,2022,2,Good,88872,21896
HP,i9,8,2048,SSD,GTX 1650,13.0,2021,3,Good,125155,26056
Acer,Ryzen 9,64,2048,SSD,RTX 4070,17.0,2020,4,Poor,223277,15403
Asus,Ryzen 5,64,1024,SSD,Integrated,14.0,2023,1,Good,113696,34540
Asus,Ryzen 7,64,2048,HDD,RTX 4070,16.0,2023,1,Good,181876,59297
Asus,Ryzen 7,8,1024,SSD,RTX 4070,17.0,2019,5,Fair,141432,15047
MSI,i5,64,256,SSD,M1 GPU,13.0,2018,6,Poor,130008,8000
Apple,Ryzen 7,16,2048,SSD,M2 GPU,13.0,2023,1,Poor,116626,18978
MSI,Ryzen 9,16,256,SSD,RTX 3060,15.6,2023,1,Good,136859,44167
Dell,i9,64,512,SSD,RTX 4070,16.0,2022,2,Fair,193006,39110
HP,M1,64,256,SSD,RTX 3060,14.0,2022,2,Good,159445,36478
Dell,Ryzen 7,32,512,HDD,RTX 3050,13.0,2018,6,Excellent,106252,14874
MSI,Ryzen 5,8,256,SSD,RTX 4070,16.0,2020,4,Excellent,112560,30300
Lenovo,Ryzen 9,64,512,SSD,RTX 3060,17.0,2023,1,Good,174118,50023
Asus,Ryzen 5,32,2048,SSD,GTX 1650,15.6,2022,2,Excellent,125574,43288
Asus,M2,64,256,SSD,RTX 3060,15.6,2022,2,Good,179795,46505
MSI,i3,32,512,HDD,RTX 3050,16.0,2019,5,Good,85971,12641
Apple,Ryzen 5,32,512,SSD,RTX 3050,15.6,2023,1,Excellent,106116,57232
Apple,i9,64,1024,SSD,RTX 3050,14.0,2021,3,Excellent,163411,54944
Acer,i7,8,256,HDD,M2 GPU,15.6,2020,4,Fair,90173,11810
MSI,i9,8,2048,SSD,RTX 3060,15.6,2019,5,Excellent,135501,25106
Dell,Ryzen 9,32,1024,SSD,Integrated,17.0,2022,2,Good,114221,29941
HP,i5,8,256,SSD,GTX 1650,17.0,2021,3,Poor,65823,8000
HP,M1,64,256,HDD,RTX 3060,13.0,2021,3,Excellent,176750,45513
HP,M1,64,1024,HDD,RTX 4070,15.6,2022,2,Good,188980,50322
MSI,M2,64,1024,HDD,RTX 3050,15.6,2019,5,Excellent,170666,32845
Asus,i7,8,1024,SSD,M2 GPU,13.0,2021,3,Excellent,117157,33229
Asus,i9,32,512,SSD,RTX 3050,13.0,2020,4,Good,152880,27933
MSI,M1,64,512,HDD,RTX 4070,13.0,2018,6,Excellent,185160,23421
Dell,i7,64,1024,HDD,RTX 3060,14.0,2019,5,Good,150472,19411
Acer,i9,32,512,HDD,M2 GPU,13.0,2018,6,Good,135865,13225
Lenovo,Ryzen 7,16,256,SSD,GTX 1650,16.0,2023,1,Good,82245,26364
Dell,Ryzen 9,8,1024,SSD,Integrated,17.0,2023,1,Excellent,108488,42333
HP,i7,8,256,SSD,RTX 3060,17.0,2020,4,Excellent,103668,23548
HP,M1,16,1024,SSD,RTX 4070,16.0,2018,6,Poor,151318,8000
Lenovo,i5,32,2048,SSD,M1 GPU,17.0,2020,4,Poor,118932,10539
Apple,i7,32,256,SSD,RTX 3050,13.0,2022,2,Excellent,112053,50616
Acer,M1,16,1024,SSD,RTX 3050,17.0,2019,5,Excellent,116815,19929
Lenovo,i9,8,512,HDD,RTX 3060,13.0,2023,1,Poor,130074,19012
Lenovo,Ryzen 5,64,512,SSD,GTX 1650,13.0,2023,1,Excellent,120153,46328
Asus,Ryzen 5,64,2048,SSD,M2 GPU,17.0,2018,6,Poor,169807,8000
Apple,Ryzen 7,8,256,SSD,RTX 4070,13.0,2019,5,Good,106564,17596
Asus,Ryzen 9,64,512,SSD,Integrated,16.0,2023,1,Poor,156687,23186
MSI,i9,64,512,HDD,Integrated,16.0,2022,2,Excellent,144252,57748
Lenovo,M1,8,512,SSD,M2 GPU,14.0,2021,3,Good,107382,25913
Dell,M2,8,256,HDD,RTX 3050,13.0,2020,4,Good,120842,21168
MSI,M1,16,512,HDD,M2 GPU,16.0,2023,1,Fair,122233,28803
Asus,i5,32,256,SSD,RTX 3050,14.0,2022,2,Fair,91769,18764
Dell,Ryzen 5,64,2048,SSD,RTX 4070,13.0,2023,1,Fair,185436,46501
HP,i3,32,2048,SSD,RTX 4070,17.0,2018,6,Fair,159642,11658
Acer,Ryzen 5,32,1024,SSD,Integrated,13.0,2021,3,Good,94081,17823
Dell,M2,8,512,SSD,M2 GPU,17.0,2018,6,Good,119789,11150
Apple,M2,32,1024,HDD,RTX 3060,17.0,2020,4,Good,157473,34772
Lenovo,Ryzen 9,32,2048,SSD,RTX 3060,14.0,2018,6,Fair,171581,13223
Acer,i5,64,256,SSD,M1 GPU,13.0,2023,1,Fair,137743,25895
Dell,i9,8,512,SSD,Integrated,15.6,2022,2,Poor,87710,10386
Asus,i5,16,256,HDD,GTX 1650,16.0,2018,6,Good,65514,8000
HP,i9,8,2048,SSD,RTX 3050,17.0,2019,5,Poor,136290,8768
HP,M1,8,2048,SSD,Integrated,16.0,2022,2,Good,111305,30355
Apple,Ryzen 5,64,256,HDD,M1 GPU,16.0,2019,5,Fair,129344,18052
Asus,i3,64,2048,SSD,M1 GPU,14.0,2022,2,Good,143498,35510
Asus,i3,8,512,HDD,GTX 1650,13.0,2021,3,Good,58144,12546
MSI,i7,32,1024,SSD,Integrated,14.0,2022,2,Excellent,99556,40340
Asus,Ryzen 5,8,2048,HDD,RTX 4070,14.0,2020,4,Good,114789,19474
Acer,i7,8,1024,HDD,RTX 3060,16.0,2019,5,Good,103798,13851
Dell,i5,8,1024,SSD,M2 GPU,13.0,2020,4,Good,98252,19580
MSI,i9,64,256,HDD,M1 GPU,14.0,2018,6,Good,152938,17578
Acer,i5,64,1024,HDD,RTX 3060,16.0,2022,2,Fair,139833,24069
HP,i9,8,256,SSD,RTX 3050,15.6,2018,6,Good,114407,10517
MSI,i5,32,512,SSD,RTX 3050,13.0,2020,4,Good,102836,21568
Asus,M1,64,2048,HDD,M1 GPU,13.0,2019,5,Excellent,163015,25981
Apple,i5,8,1024,SSD,RTX 3060,15.6,2021,3,Excellent,101267,39163
HP,i9,16,1024,HDD,Integrated,16.0,2020,4,Fair,111310,14523
Dell,Ryzen 5,16,2048,HDD,RTX 3060,14.0,2019,5,Good,97808,14052
Asus,Ryzen 9,8,512,HDD,Integrated,17.0,2021,3,Fair,77608,13548
Acer,i7,32,2048,SSD,M1 GPU,14.0,2018,6,Good,140974,11804
Dell,M2,32,256,SSD,GTX 1650,14.0,2020,4,Good,133952,25497
Dell,M2,16,256,SSD,RTX 3060,14.0,2018,6,Good,139919,15361
HP,Ryzen 5,32,512,HDD,RTX 3050,15.6,2019,5,Good,96536,12955
Apple,Ryzen 9,32,512,SSD,GTX 1650,15.6,2018,6,Excellent,132196,21765
Asus,M2,16,1024,SSD,Integrated,13.0,2021,3,Good,126309,27226
Lenovo,i5,32,1024,HDD,RTX 3060,16.0,2018,6,Excellent,121834,15416
Apple,Ryzen 9,64,256,HDD,M1 GPU,16.0,2023,1,Excellent,140352,66981
MSI,M2,64,256,SSD,Integrated,13.0,2018,6,Good,165602,17419
MSI,Ryzen 9,16,256,SSD,RTX 3050,14.0,2018,6,Excellent,103923,13873
Lenovo,i9,8,2048,HDD,RTX 4070,16.0,2021,3,Fair,148965,26168
MSI,M2,16,256,SSD,M1 GPU,17.0,2020,4,Good,124830,25093
Lenovo,Ryzen 9,64,256,SSD,RTX 4070,13.0,2022,2,Good,193225,56800
Dell,Ryzen 7,16,512,HDD,RTX 3050,16.0,2018,6,Good,102828,10209
Asus,Ryzen 9,64,512,SSD,Integrated,14.0,2023,1,Good,140895,43409
Acer,i3,64,256,SSD,M1 GPU,14.0,2020,4,Good,113144,20614
Dell,i7,8,256,SSD,M2 GPU,13.0,2018,6,Fair,103586,8000
Asus,Ryzen 9,32,1024,SSD,Integrated,13.0,2022,2,Good,127748,33476
Dell,i9,64,1024,HDD,RTX 3060,13.0,2023,1,Good,183607,59309
Asus,Ryzen 5,8,512,HDD,Integrated,13.0,2022,2,Good,52167,14296
Apple,M2,64,256,SSD,M2 GPU,15.6,2019,5,Good,180030,29287
Lenovo,i3,64,1024,SSD,RTX 4070,14.0,2019,5,Good,167894,22832
Asus,i5,8,2048,SSD,RTX 4070,14.0,2019,5,Excellent,129978,21644
Apple,i9,32,1024,SSD,RTX 4070,16.0,2021,3,Excellent,180449,65901
Apple,i9,16,256,SSD,RTX 4070,16.0,2019,5,Good,144312,24048
MSI,i3,64,256,SSD,RTX 3060,13.0,2023,1,Good,127902,47663
Lenovo,Ryzen 9,32,2048,SSD,RTX 3060,16.0,2020,4,Good,168614,33403
Apple,Ryzen 7,8,1024,HDD,RTX 4070,17.0,2021,3,Excellent,122993,44340
Acer,Ryzen 5,64,1024,SSD,Integrated,16.0,2020,4,Good,125448,19481
Asus,M1,64,512,SSD,RTX 4070,14.0,2023,1,Good,189190,56633
Lenovo,M1,8,2048,SSD,RTX 4070,15.6,2022,2,Good,168468,49964
Acer,Ryzen 9,64,256,SSD,RTX 3060,15.6,2021,3,Excellent,173980,43508
Dell,i7,32,256,SSD,RTX 3050,17.0,2019,5,Fair,127223,13655
Asus,Ryzen 5,16,2048,SSD,M2 GPU,13.0,2022,2,Good,116089,32773
MSI,M1,64,512,SSD,RTX 3050,16.0,2018,6,Good,175941,17993
Lenovo,Ryzen 9,64,256,SSD,RTX 3060,14.0,2018,6,Good,184841,19777
MSI,Ryzen 9,64,256,HDD,RTX 3050,14.0,2019,5,Good,173428,25537
Lenovo,i3,32,2048,SSD,RTX 3050,17.0,2018,6,Good,112491,11520
Asus,Ryzen 7,8,512,HDD,M2 GPU,17.0,2021,3,Excellent,83351,22924
Dell,M1,8,256,SSD,Integrated,13.0,2019,5,Good,88782,13201
Dell,i5,64,2048,SSD,M2 GPU,17.0,2020,4,Good,178935,34122
